,prefer,rationality,agree,color
0,0,1,0.2857142857142857,Blue
1,0,1,0.14285714285714285,Blue
2,0,1,0.14285714285714285,Blue
3,0,1,0.14285714285714285,Blue
4,0,1,0.2857142857142857,Blue
5,0,1,0.2857142857142857,Blue
6,0,1,0.2857142857142857,Blue
7,0,1,0.42857142857142855,Blue
8,0,1,0.0,Blue
9,0,1,0.42857142857142855,Blue
10,0,1,0.14285714285714285,Blue
11,0,1,0.2857142857142857,Blue
12,0,1,0.42857142857142855,Blue
13,0,1,0.2857142857142857,Blue
14,0,1,0.2857142857142857,Blue
15,0,1,0.42857142857142855,Blue
16,0,1,0.0,Blue
17,0,1,0.14285714285714285,Blue
18,0,1,0.42857142857142855,Blue
19,0,1,0.14285714285714285,Blue
20,0,1,0.2857142857142857,Blue
21,0,1,0.0,Blue
22,0,1,0.2857142857142857,Blue
23,0,1,0.2857142857142857,Blue
24,0,1,0.2857142857142857,Blue
25,0,1,0.14285714285714285,Blue
26,0,1,0.42857142857142855,Blue
27,0,1,0.42857142857142855,Blue
28,0,1,0.0,Blue
29,0,1,0.5714285714285714,Blue
30,0,1,0.5714285714285714,Blue
31,0,1,0.42857142857142855,Blue
32,0,1,0.42857142857142855,Blue
33,0,1,0.42857142857142855,Blue
34,0,1,0.2857142857142857,Blue
35,0,1,0.5714285714285714,Blue
36,0,1,0.2857142857142857,Blue
37,0,1,0.5714285714285714,Blue
38,0,1,0.14285714285714285,Blue
39,0,1,0.2857142857142857,Blue
40,0,1,0.5714285714285714,Red
41,0,1,0.14285714285714285,Red
42,0,1,0.2857142857142857,Red
43,0,1,0.14285714285714285,Red
44,0,1,0.14285714285714285,Red
45,0,1,0.14285714285714285,Red
46,0,1,0.14285714285714285,Red
47,0,1,0.2857142857142857,Red
48,0,1,0.14285714285714285,Red
49,0,1,0.14285714285714285,Red
50,0,1,0.2857142857142857,Red
51,0,1,0.2857142857142857,Red
52,0,1,0.14285714285714285,Red
53,0,1,0.42857142857142855,Red
54,0,1,0.2857142857142857,Red
55,0,1,0.7142857142857143,Red
56,0,1,0.0,Red
57,0,1,0.0,Red
58,0,1,0.42857142857142855,Red
59,0,1,0.14285714285714285,Red
60,0,1,0.0,Red
61,0,1,0.42857142857142855,Red
62,0,1,0.0,Red
63,0,1,0.2857142857142857,Red
64,0,1,0.42857142857142855,Red
65,0,1,0.0,Red
66,0,1,0.42857142857142855,Red
67,0,1,0.42857142857142855,Red
68,0,1,0.5714285714285714,Red
69,0,1,0.42857142857142855,Red
70,0,1,0.0,Red
71,0,1,0.5714285714285714,Red
72,0,1,0.14285714285714285,Red
73,0,1,0.42857142857142855,Red
74,0,1,0.42857142857142855,Red
75,0,1,0.5714285714285714,Red
76,0,1,0.42857142857142855,Red
77,0,1,0.14285714285714285,Red
78,0,1,0.42857142857142855,Red
79,0,1,0.0,Red
80,0,1,0.42857142857142855,Red
81,0,1,0.42857142857142855,Red
82,0,1,0.42857142857142855,Red
83,0,1,0.42857142857142855,Red
84,0,1,0.42857142857142855,Red
85,0,1,0.14285714285714285,Red
86,0,1,0.14285714285714285,Red
87,0,1,0.0,Red
88,0,1,0.14285714285714285,Red
89,0,1,0.0,Red
90,0,1,0.42857142857142855,Red
91,0,1,0.5714285714285714,Red
92,0,1,0.0,Red
93,0,1,0.2857142857142857,Red
94,0,1,0.0,Red
95,0,1,0.0,Red
96,0,1,0.2857142857142857,Red
97,0,1,0.2857142857142857,Red
98,0,1,0.5714285714285714,Red
99,0,1,0.0,Red
100,0,1,0.5714285714285714,Red
101,0,1,0.14285714285714285,Red
102,0,1,0.0,Red
103,0,1,0.7142857142857143,Red
104,0,1,0.2857142857142857,Red
105,0,1,0.0,Red
106,0,1,0.0,Red
107,0,1,0.42857142857142855,Red
108,0,1,0.14285714285714285,Red
109,0,1,0.0,Red
110,0,1,0.42857142857142855,Red
111,0,1,0.42857142857142855,Red
112,0,1,0.7142857142857143,Red
113,0,1,0.0,Red
114,0,1,0.0,Red
115,0,1,0.42857142857142855,Red
116,0,1,0.42857142857142855,Red
117,0,1,0.42857142857142855,Red
118,0,1,0.42857142857142855,Red
119,0,1,0.2857142857142857,Red
120,0,1,0.42857142857142855,Red
121,0,1,0.7142857142857143,Red
122,0,1,0.42857142857142855,Red
123,0,1,0.42857142857142855,Red
124,0,1,0.42857142857142855,Blue
125,0,1,0.14285714285714285,Blue
126,0,1,0.42857142857142855,Blue
127,0,1,0.42857142857142855,Blue
128,0,1,0.42857142857142855,Blue
129,0,1,0.42857142857142855,Blue
130,0,1,0.0,Blue
131,0,1,0.0,Blue
132,0,1,0.0,Blue
133,0,1,0.0,Blue
134,0,1,0.2857142857142857,Blue
135,0,1,0.0,Blue
136,0,1,0.0,Blue
137,0,1,0.14285714285714285,Blue
138,0,1,0.2857142857142857,Blue
139,0,1,0.14285714285714285,Blue
140,0,1,0.42857142857142855,Blue
141,0,1,0.14285714285714285,Blue
142,0,1,0.0,Blue
143,0,1,0.0,Blue
144,0,1,0.14285714285714285,Blue
145,0,1,0.0,Blue
146,0,1,0.14285714285714285,Blue
147,0,1,0.2857142857142857,Blue
148,0,1,0.0,Blue
149,0,1,0.42857142857142855,Blue
150,0,1,0.0,Blue
151,0,1,0.42857142857142855,Blue
152,0,1,0.42857142857142855,Blue
153,0,1,0.42857142857142855,Blue
154,0,1,0.2857142857142857,Blue
155,0,1,0.2857142857142857,Blue
156,0,1,0.14285714285714285,Blue
157,0,1,0.42857142857142855,Blue
158,0,1,0.2857142857142857,Blue
159,0,1,0.14285714285714285,Blue
160,0,1,0.2857142857142857,Blue
0,1,0,0.7142857142857143,Red
1,1,0,0.8571428571428572,Red
2,1,0,0.8571428571428572,Red
3,1,0,0.8571428571428572,Red
4,1,0,0.7142857142857143,Red
5,1,0,0.7142857142857143,Red
6,1,0,0.7142857142857143,Red
7,1,0,0.5714285714285714,Red
8,1,0,1.0,Red
9,1,0,0.5714285714285714,Red
10,1,0,0.8571428571428572,Red
11,1,0,0.7142857142857143,Red
12,1,0,0.5714285714285714,Red
13,1,0,0.7142857142857143,Red
14,1,0,0.7142857142857143,Red
15,1,0,0.5714285714285714,Red
16,1,0,1.0,Red
17,1,0,0.8571428571428572,Red
18,1,0,0.5714285714285714,Red
19,1,0,0.8571428571428572,Red
20,1,0,0.7142857142857143,Red
21,1,0,1.0,Red
22,1,0,0.7142857142857143,Red
23,1,0,0.7142857142857143,Red
24,1,0,0.7142857142857143,Red
25,1,0,0.8571428571428572,Red
26,1,0,0.5714285714285714,Red
27,1,0,0.5714285714285714,Red
28,1,0,1.0,Red
29,1,0,0.4285714285714286,Red
30,1,0,0.4285714285714286,Red
31,1,0,0.5714285714285714,Red
32,1,0,0.5714285714285714,Red
33,1,0,0.5714285714285714,Red
34,1,0,0.7142857142857143,Red
35,1,0,0.4285714285714286,Red
36,1,0,0.7142857142857143,Red
37,1,0,0.4285714285714286,Red
38,1,0,0.8571428571428572,Red
39,1,0,0.7142857142857143,Red
40,1,0,0.4285714285714286,Blue
41,1,0,0.8571428571428572,Blue
42,1,0,0.7142857142857143,Blue
43,1,0,0.8571428571428572,Blue
44,1,0,0.8571428571428572,Blue
45,1,0,0.8571428571428572,Blue
46,1,0,0.8571428571428572,Blue
47,1,0,0.7142857142857143,Blue
48,1,0,0.8571428571428572,Blue
49,1,0,0.8571428571428572,Blue
50,1,0,0.7142857142857143,Blue
51,1,0,0.7142857142857143,Blue
52,1,0,0.8571428571428572,Blue
53,1,0,0.5714285714285714,Blue
54,1,0,0.7142857142857143,Blue
55,1,0,0.2857142857142857,Blue
56,1,0,1.0,Blue
57,1,0,1.0,Blue
58,1,0,0.5714285714285714,Blue
59,1,0,0.8571428571428572,Blue
60,1,0,1.0,Blue
61,1,0,0.5714285714285714,Blue
62,1,0,1.0,Blue
63,1,0,0.7142857142857143,Blue
64,1,0,0.5714285714285714,Blue
65,1,0,1.0,Blue
66,1,0,0.5714285714285714,Blue
67,1,0,0.5714285714285714,Blue
68,1,0,0.4285714285714286,Blue
69,1,0,0.5714285714285714,Blue
70,1,0,1.0,Blue
71,1,0,0.4285714285714286,Blue
72,1,0,0.8571428571428572,Blue
73,1,0,0.5714285714285714,Blue
74,1,0,0.5714285714285714,Blue
75,1,0,0.4285714285714286,Blue
76,1,0,0.5714285714285714,Blue
77,1,0,0.8571428571428572,Blue
78,1,0,0.5714285714285714,Blue
79,1,0,1.0,Blue
80,1,0,0.5714285714285714,Blue
81,1,0,0.5714285714285714,Blue
82,1,0,0.5714285714285714,Blue
83,1,0,0.5714285714285714,Blue
84,1,0,0.5714285714285714,Blue
85,1,0,0.8571428571428572,Blue
86,1,0,0.8571428571428572,Blue
87,1,0,1.0,Blue
88,1,0,0.8571428571428572,Blue
89,1,0,1.0,Blue
90,1,0,0.5714285714285714,Blue
91,1,0,0.4285714285714286,Blue
92,1,0,1.0,Blue
93,1,0,0.7142857142857143,Blue
94,1,0,1.0,Blue
95,1,0,1.0,Blue
96,1,0,0.7142857142857143,Blue
97,1,0,0.7142857142857143,Blue
98,1,0,0.4285714285714286,Blue
99,1,0,1.0,Blue
100,1,0,0.4285714285714286,Blue
101,1,0,0.8571428571428572,Blue
102,1,0,1.0,Blue
103,1,0,0.2857142857142857,Blue
104,1,0,0.7142857142857143,Blue
105,1,0,1.0,Blue
106,1,0,1.0,Blue
107,1,0,0.5714285714285714,Blue
108,1,0,0.8571428571428572,Blue
109,1,0,1.0,Blue
110,1,0,0.5714285714285714,Blue
111,1,0,0.5714285714285714,Blue
112,1,0,0.2857142857142857,Blue
113,1,0,1.0,Blue
114,1,0,1.0,Blue
115,1,0,0.5714285714285714,Blue
116,1,0,0.5714285714285714,Blue
117,1,0,0.5714285714285714,Blue
118,1,0,0.5714285714285714,Blue
119,1,0,0.7142857142857143,Blue
120,1,0,0.5714285714285714,Blue
121,1,0,0.2857142857142857,Blue
122,1,0,0.5714285714285714,Blue
123,1,0,0.5714285714285714,Blue
124,1,0,0.5714285714285714,Red
125,1,0,0.8571428571428572,Red
126,1,0,0.5714285714285714,Red
127,1,0,0.5714285714285714,Red
128,1,0,0.5714285714285714,Red
129,1,0,0.5714285714285714,Red
130,1,0,1.0,Red
131,1,0,1.0,Red
132,1,0,1.0,Red
133,1,0,1.0,Red
134,1,0,0.7142857142857143,Red
135,1,0,1.0,Red
136,1,0,1.0,Red
137,1,0,0.8571428571428572,Red
138,1,0,0.7142857142857143,Red
139,1,0,0.8571428571428572,Red
140,1,0,0.5714285714285714,Red
141,1,0,0.8571428571428572,Red
142,1,0,1.0,Red
143,1,0,1.0,Red
144,1,0,0.8571428571428572,Red
145,1,0,1.0,Red
146,1,0,0.8571428571428572,Red
147,1,0,0.7142857142857143,Red
148,1,0,1.0,Red
149,1,0,0.5714285714285714,Red
150,1,0,1.0,Red
151,1,0,0.5714285714285714,Red
152,1,0,0.5714285714285714,Red
153,1,0,0.5714285714285714,Red
154,1,0,0.7142857142857143,Red
155,1,0,0.7142857142857143,Red
156,1,0,0.8571428571428572,Red
157,1,0,0.5714285714285714,Red
158,1,0,0.7142857142857143,Red
159,1,0,0.8571428571428572,Red
160,1,0,0.7142857142857143,Red
0,0,0,0.5714285714285714,Red
1,0,0,0.8571428571428572,Red
2,0,0,0.2857142857142857,Red
3,0,0,0.5714285714285714,Red
4,0,0,0.5714285714285714,Red
5,0,0,0.5714285714285714,Red
6,0,0,0.4285714285714286,Red
7,0,0,0.5714285714285714,Red
8,0,0,0.4285714285714286,Red
9,0,0,0.5714285714285714,Red
10,0,0,0.7142857142857143,Red
11,0,0,0.2857142857142857,Red
12,0,0,0.4285714285714286,Red
13,0,0,0.5714285714285714,Red
14,0,0,0.4285714285714286,Red
15,0,0,0.8571428571428572,Red
16,0,0,0.2857142857142857,Blue
17,0,0,0.4285714285714286,Blue
18,0,0,0.5714285714285714,Blue
19,0,0,0.5714285714285714,Blue
20,0,0,0.4285714285714286,Blue
21,0,0,0.1428571428571429,Blue
22,0,0,0.5714285714285714,Blue
23,0,0,0.1428571428571429,Blue
24,0,0,0.4285714285714286,Blue
25,0,0,0.2857142857142857,Blue
26,0,0,0.5714285714285714,Blue
27,0,0,0.1428571428571429,Blue
28,0,0,0.4285714285714286,Blue
29,0,0,0.2857142857142857,Blue
30,0,0,0.2857142857142857,Blue
31,0,0,0.8571428571428572,Blue
32,0,0,0.5714285714285714,Blue
33,0,0,0.4285714285714286,Blue
34,0,0,0.5714285714285714,Blue
35,0,0,0.0,Blue
36,0,0,0.1428571428571429,Blue
37,0,0,0.1428571428571429,Blue
38,0,0,0.4285714285714286,Blue
39,0,0,0.5714285714285714,Blue
40,0,0,0.2857142857142857,Blue
41,0,0,0.0,Blue
42,0,0,0.1428571428571429,Blue
43,0,0,0.4285714285714286,Blue
44,0,0,0.4285714285714286,Blue
45,0,0,0.5714285714285714,Blue
46,0,0,0.7142857142857143,Red
47,0,0,0.7142857142857143,Red
48,0,0,0.5714285714285714,Red
49,0,0,0.2857142857142857,Red
50,0,0,0.4285714285714286,Red
51,0,0,0.5714285714285714,Red
52,0,0,0.2857142857142857,Red
53,0,0,0.2857142857142857,Red
54,0,0,0.7142857142857143,Red
55,0,0,0.4285714285714286,Red
56,0,0,0.4285714285714286,Red
57,0,0,0.4285714285714286,Red
58,0,0,0.2857142857142857,Red
59,0,0,0.2857142857142857,Red
60,0,0,0.2857142857142857,Red
61,0,0,0.7142857142857143,Red
62,0,0,0.4285714285714286,Red
63,0,0,0.4285714285714286,Red
64,0,0,0.4285714285714286,Red
65,0,0,0.5714285714285714,Red
0,1,1,0.42857142857142855,Blue
1,1,1,0.14285714285714285,Blue
2,1,1,0.7142857142857143,Blue
3,1,1,0.42857142857142855,Blue
4,1,1,0.42857142857142855,Blue
5,1,1,0.42857142857142855,Blue
6,1,1,0.5714285714285714,Blue
7,1,1,0.42857142857142855,Blue
8,1,1,0.5714285714285714,Blue
9,1,1,0.42857142857142855,Blue
10,1,1,0.2857142857142857,Blue
11,1,1,0.7142857142857143,Blue
12,1,1,0.5714285714285714,Blue
13,1,1,0.42857142857142855,Blue
14,1,1,0.5714285714285714,Blue
15,1,1,0.14285714285714285,Blue
16,1,1,0.7142857142857143,Red
17,1,1,0.5714285714285714,Red
18,1,1,0.42857142857142855,Red
19,1,1,0.42857142857142855,Red
20,1,1,0.5714285714285714,Red
21,1,1,0.8571428571428571,Red
22,1,1,0.42857142857142855,Red
23,1,1,0.8571428571428571,Red
24,1,1,0.5714285714285714,Red
25,1,1,0.7142857142857143,Red
26,1,1,0.42857142857142855,Red
27,1,1,0.8571428571428571,Red
28,1,1,0.5714285714285714,Red
29,1,1,0.7142857142857143,Red
30,1,1,0.7142857142857143,Red
31,1,1,0.14285714285714285,Red
32,1,1,0.42857142857142855,Red
33,1,1,0.5714285714285714,Red
34,1,1,0.42857142857142855,Red
35,1,1,1.0,Red
36,1,1,0.8571428571428571,Red
37,1,1,0.8571428571428571,Red
38,1,1,0.5714285714285714,Red
39,1,1,0.42857142857142855,Red
40,1,1,0.7142857142857143,Red
41,1,1,1.0,Red
42,1,1,0.8571428571428571,Red
43,1,1,0.5714285714285714,Red
44,1,1,0.5714285714285714,Red
45,1,1,0.42857142857142855,Red
46,1,1,0.2857142857142857,Blue
47,1,1,0.2857142857142857,Blue
48,1,1,0.42857142857142855,Blue
49,1,1,0.7142857142857143,Blue
50,1,1,0.5714285714285714,Blue
51,1,1,0.42857142857142855,Blue
52,1,1,0.7142857142857143,Blue
53,1,1,0.7142857142857143,Blue
54,1,1,0.2857142857142857,Blue
55,1,1,0.5714285714285714,Blue
56,1,1,0.5714285714285714,Blue
57,1,1,0.5714285714285714,Blue
58,1,1,0.7142857142857143,Blue
59,1,1,0.7142857142857143,Blue
60,1,1,0.7142857142857143,Blue
61,1,1,0.2857142857142857,Blue
62,1,1,0.5714285714285714,Blue
63,1,1,0.5714285714285714,Blue
64,1,1,0.5714285714285714,Blue
65,1,1,0.42857142857142855,Blue
